4.940000 	 0.000000 
4.880000 	 0.000000 
4.820000 	 0.000000 
4.760000 	 0.000000 
4.700000 	 0.000000 
4.640000 	 0.000000 
4.580000 	 0.000000 
4.520000 	 0.000000 
4.460000 	 0.000000 
4.400000 	 0.000000 
4.340000 	 0.000000 
4.280000 	 0.000000 
4.220000 	 0.000000 
4.160000 	 0.000000 
4.100000 	 0.000000 
4.040000 	 0.000000 
3.980000 	 0.000000 
3.920000 	 0.000000 
3.860000 	 0.000000 
3.800000 	 0.000000 
3.740000 	 0.000000 
3.680000 	 0.000000 
3.620000 	 0.000000 
3.560000 	 0.000000 
3.500000 	 0.000000 
3.440000 	 0.000000 
3.380000 	 -0.257441 
3.320000 	 -0.721107 
3.260000 	 -1.002693 
3.200000 	 -1.110268 
3.140000 	 -1.052151 
3.080000 	 -0.836908 
3.020000 	 -0.473352 
2.960000 	 -0.317215 
2.900000 	 -0.334043 
2.840000 	 -0.351363 
2.780000 	 -0.369119 
2.720000 	 -0.387244 
2.660000 	 -0.405653 
2.600000 	 -0.424249 
2.540000 	 -0.442914 
2.480000 	 -0.461516 
2.420000 	 -0.479900 
2.360000 	 -0.497891 
2.300000 	 -0.515297 
2.240000 	 -0.531903 
2.180000 	 -0.547474 
2.120000 	 -0.561760 
2.060000 	 -0.574493 
2.000000 	 -0.585393 
1.940000 	 -0.594173 
1.880000 	 -1.012768 
1.820000 	 -1.597576 
1.760000 	 -1.891528 
1.700000 	 -1.945451 
1.640000 	 -1.809036 
1.580000 	 -1.367041 
1.520000 	 -1.325797 
1.460000 	 -1.387485 
1.400000 	 -1.426154 
1.340000 	 -1.445198 
1.280000 	 -1.447856 
1.220000 	 -1.437193 
1.160000 	 -1.416089 
1.100000 	 -1.387219 
1.040000 	 -1.353024 
0.980000 	 -1.315678 
0.920000 	 -1.277039 
0.860000 	 -1.238599 
0.800000 	 -1.201414 
0.740000 	 -1.166029 
0.680000 	 -1.132385 
0.620000 	 -1.099720 
0.560000 	 -1.073166 
0.500000 	 -1.051610 
0.440000 	 -1.018692 
0.380000 	 -0.969748 
0.320000 	 -0.988119 
0.260000 	 -1.080430 
0.200000 	 -1.031357 
0.140000 	 -0.830052 
0.080000 	 -0.463599 
0.020000 	 -0.006658 
-0.040000 	 0.405090 
-0.100000 	 0.931293 
-0.160000 	 1.595143 
-0.220000 	 2.422773 
-0.280000 	 3.443249 
-0.340000 	 4.688404 
-0.400000 	 6.192482 
-0.460000 	 7.991490 
-0.520000 	 10.122211 
-0.580000 	 12.620775 
-0.640000 	 15.540980 
-0.700000 	 18.896094 
-0.760000 	 22.639208 
-0.820000 	 26.385071 
-0.880000 	 30.768112 
-0.940000 	 35.750328 
-1.000000 	 41.267785 
